population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2009,247361.11212162452,250688.754561514,244128.2201126542
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2010,280142.16855562845,299751.5793508526,260556.58264249997
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2010,268042.6326263434,286805.099272844,249302.96184863997
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2011,347246.0007806634,351699.3549837959,342286.17527957045
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2011,282587.8594793964,286211.9871264753,278551.566855164
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2012,393901.1017497639,399243.8393424644,388282.2458024117
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2012,288991.53012430907,292911.31076241465,284869.17105864454
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2013,410198.13324312057,415615.86238543224,404613.7772848917
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2013,285884.4287580421,289660.2733450714,281992.45489536825
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2014,387729.29624990706,393057.604085846,382722.6980622876
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2014,275653.8961657585,279442.02574263845,272094.4841989511
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2015,330325.8704666359,334806.24347940146,325617.22154828726
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2015,264396.07651499833,267982.2111529711,260627.22759638567
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2016,266514.07625546993,269851.73823686526,262962.9822024384
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2016,250835.08080247,253976.38847581076,247492.897244122
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2017,231304.66704028897,234505.62738080556,227887.47013858779
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2017,238611.47444948126,241913.5516460989,235086.3298787619
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2018,228127.8928311614,231460.23536201773,225042.8973227623
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2018,233553.1715387134,236964.76298014593,230394.80946282926
1,All Population,44,Population,69,Singapore,1,Male,11,30-34 years,1,Number,2019,241761.11570471057,244899.9665878486,238276.69471389428
